Iteration	Posterior	Likelihood	Prior	clado_demipoly	clado_fission	clado_fusion	clado_no_change	clado_polyploid	delta	eta	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	extinction[19]	extinction[20]	extinction[21]	extinction[22]	extinction[23]	extinction[24]	extinction[25]	extinction[26]	extinction[27]	extinction[28]	extinction[29]	extinction[30]	extinction[31]	extinction[32]	extinction[33]	extinction[34]	extinction[35]	extinction[36]	extinction[37]	gamma	rho	speciation_rates[1]	speciation_rates[2]	speciation_rates[3]	speciation_rates[4]	speciation_rates[5]	total_speciation	turnover
35280	-433.854	-447.2807	13.42668	0.008321124	0.02296757	0.01834001	0.1338014	0.008321124	0.01722715	0.01186018	0.051293	0.051293	0.051293	0.051293	0.051293	0.051293	0.051293	0.051293	0.051293	0.051293	0.051293	0.051293	0.051293	0.051293	0.051293	0.051293	0.051293	0.051293	0.051293	0.051293	0.051293	0.051293	0.051293	0.051293	0.051293	0.051293	0.051293	0.051293	0.051293	0.051293	0.051293	0.051293	0.051293	0.051293	0.051293	0.051293	0.051293	0.02493999	0.01186018	0.133801	0.0229676	0.01834	0.00832112	0.00832112	0.1917512	0.2674976
35290	-435.4353	-448.8293	13.39402	0.002175602	0.004676526	0.01483207	0.1482037	0.002175602	0.0138591	0.006612115	0.0562338	0.0562338	0.0562338	0.0562338	0.0562338	0.0562338	0.0562338	0.0562338	0.0562338	0.0562338	0.0562338	0.0562338	0.0562338	0.0562338	0.0562338	0.0562338	0.0562338	0.0562338	0.0562338	0.0562338	0.0562338	0.0562338	0.0562338	0.0562338	0.0562338	0.0562338	0.0562338	0.0562338	0.0562338	0.0562338	0.0562338	0.0562338	0.0562338	0.0562338	0.0562338	0.0562338	0.0562338	0.04861217	0.006612115	0.148204	0.00467653	0.0148321	0.0021756	0.0021756	0.1720635	0.3268198
35300	-433.3564	-446.6141	13.25772	0.01703466	0.02083276	0.004929943	0.1482037	0.01703466	0.04035722	0.006470556	0.0879121	0.0879121	0.0879121	0.0879121	0.0879121	0.0879121	0.0879121	0.0879121	0.0879121	0.0879121	0.0879121	0.0879121	0.0879121	0.0879121	0.0879121	0.0879121	0.0879121	0.0879121	0.0879121	0.0879121	0.0879121	0.0879121	0.0879121	0.0879121	0.0879121	0.0879121	0.0879121	0.0879121	0.0879121	0.0879121	0.0879121	0.0879121	0.0879121	0.0879121	0.0879121	0.0879121	0.0879121	0.01750401	0.006470556	0.148204	0.0208328	0.00492994	0.0170347	0.0170347	0.2080357	0.4225818
35310	-434.9207	-447.9922	13.07152	0.006893176	0.01424104	0.0127852	0.1319282	0.006893176	0.08334158	0.01031412	0.0703611	0.0703611	0.0703611	0.0703611	0.0703611	0.0703611	0.0703611	0.0703611	0.0703611	0.0703611	0.0703611	0.0703611	0.0703611	0.0703611	0.0703611	0.0703611	0.0703611	0.0703611	0.0703611	0.0703611	0.0703611	0.0703611	0.0703611	0.0703611	0.0703611	0.0703611	0.0703611	0.0703611	0.0703611	0.0703611	0.0703611	0.0703611	0.0703611	0.0703611	0.0703611	0.0703611	0.0703611	0.01119567	0.01031412	0.131928	0.014241	0.0127852	0.00689318	0.00689318	0.1727408	0.4073216
35320	-432.2229	-445.905	13.68208	0.01266459	0.01287914	0.001563311	0.1319282	0.01266459	0.01789303	0.007339785	0.0704713	0.0704713	0.0704713	0.0704713	0.0704713	0.0704713	0.0704713	0.0704713	0.0704713	0.0704713	0.0704713	0.0704713	0.0704713	0.0704713	0.0704713	0.0704713	0.0704713	0.0704713	0.0704713	0.0704713	0.0704713	0.0704713	0.0704713	0.0704713	0.0704713	0.0704713	0.0704713	0.0704713	0.0704713	0.0704713	0.0704713	0.0704713	0.0704713	0.0704713	0.0704713	0.0704713	0.0704713	0.02449368	0.007339785	0.131928	0.0128791	0.00156331	0.0126646	0.0126646	0.1716998	0.4104331
35330	-432.5344	-446.0742	13.53987	0.008428789	0.01287914	0.01140626	0.1319282	0.008428789	0.03775374	0.009922769	0.0825275	0.0825275	0.0825275	0.0825275	0.0825275	0.0825275	0.0825275	0.0825275	0.0825275	0.0825275	0.0825275	0.0825275	0.0825275	0.0825275	0.0825275	0.0825275	0.0825275	0.0825275	0.0825275	0.0825275	0.0825275	0.0825275	0.0825275	0.0825275	0.0825275	0.0825275	0.0825275	0.0825275	0.0825275	0.0825275	0.0825275	0.0825275	0.0825275	0.0825275	0.0825275	0.0825275	0.0825275	0.01138889	0.009922769	0.131928	0.0128791	0.0114063	0.00842879	0.00842879	0.1730712	0.4768413
35340	-435.8153	-449.8589	14.04361	0.006154086	0.04298572	0.002192656	0.08619565	0.006154086	0.01136094	0.01103275	0.0339052	0.0339052	0.0339052	0.0339052	0.0339052	0.0339052	0.0339052	0.0339052	0.0339052	0.0339052	0.0339052	0.0339052	0.0339052	0.0339052	0.0339052	0.0339052	0.0339052	0.0339052	0.0339052	0.0339052	0.0339052	0.0339052	0.0339052	0.0339052	0.0339052	0.0339052	0.0339052	0.0339052	0.0339052	0.0339052	0.0339052	0.0339052	0.0339052	0.0339052	0.0339052	0.0339052	0.0339052	0.009903952	0.01103275	0.0861957	0.0429857	0.00219266	0.00615409	0.00615409	0.1436822	0.2359732
35350	-434.6384	-448.1056	13.46724	0.005923185	0.03672256	0.02174058	0.1537841	0.005923185	0.00406082	0.008544571	0.124382	0.124382	0.124382	0.124382	0.124382	0.124382	0.124382	0.124382	0.124382	0.124382	0.124382	0.124382	0.124382	0.124382	0.124382	0.124382	0.124382	0.124382	0.124382	0.124382	0.124382	0.124382	0.124382	0.124382	0.124382	0.124382	0.124382	0.124382	0.124382	0.124382	0.124382	0.124382	0.124382	0.124382	0.124382	0.124382	0.124382	0.007119349	0.008544571	0.153784	0.0367226	0.0217406	0.00592318	0.00592318	0.2240936	0.5550444
35360	-433.809	-447.4556	13.64658	0.009683221	0.01414222	0.01758625	0.1537841	0.009683221	0.01107333	0.006275859	0.122057	0.122057	0.122057	0.122057	0.122057	0.122057	0.122057	0.122057	0.122057	0.122057	0.122057	0.122057	0.122057	0.122057	0.122057	0.122057	0.122057	0.122057	0.122057	0.122057	0.122057	0.122057	0.122057	0.122057	0.122057	0.122057	0.122057	0.122057	0.122057	0.122057	0.122057	0.122057	0.122057	0.122057	0.122057	0.122057	0.122057	0.004443912	0.006275859	0.153784	0.0141422	0.0175863	0.00968322	0.00968322	0.204879	0.5957521
35370	-434.2547	-447.4253	13.1706	0.009099052	0.0026681	0.009748169	0.1645186	0.009099052	0.06074654	0.006361491	0.0802421	0.0802421	0.0802421	0.0802421	0.0802421	0.0802421	0.0802421	0.0802421	0.0802421	0.0802421	0.0802421	0.0802421	0.0802421	0.0802421	0.0802421	0.0802421	0.0802421	0.0802421	0.0802421	0.0802421	0.0802421	0.0802421	0.0802421	0.0802421	0.0802421	0.0802421	0.0802421	0.0802421	0.0802421	0.0802421	0.0802421	0.0802421	0.0802421	0.0802421	0.0802421	0.0802421	0.0802421	0.01026042	0.006361491	0.164519	0.0026681	0.00974817	0.00909905	0.00909905	0.195133	0.4112174
35380	-434.2123	-447.4236	13.21128	0.003095594	0.05168244	0.004979138	0.1645186	0.003095594	0.01765631	0.01882947	0.151694	0.151694	0.151694	0.151694	0.151694	0.151694	0.151694	0.151694	0.151694	0.151694	0.151694	0.151694	0.151694	0.151694	0.151694	0.151694	0.151694	0.151694	0.151694	0.151694	0.151694	0.151694	0.151694	0.151694	0.151694	0.151694	0.151694	0.151694	0.151694	0.151694	0.151694	0.151694	0.151694	0.151694	0.151694	0.151694	0.151694	0.003520002	0.01882947	0.164519	0.0516824	0.00497914	0.00309559	0.00309559	0.2273713	0.6671656
35390	-434.8954	-447.8592	12.96381	0.001664377	0.03440513	0.00633836	0.1645186	0.001664377	0.04158521	0.02224883	0.0797767	0.0797767	0.0797767	0.0797767	0.0797767	0.0797767	0.0797767	0.0797767	0.0797767	0.0797767	0.0797767	0.0797767	0.0797767	0.0797767	0.0797767	0.0797767	0.0797767	0.0797767	0.0797767	0.0797767	0.0797767	0.0797767	0.0797767	0.0797767	0.0797767	0.0797767	0.0797767	0.0797767	0.0797767	0.0797767	0.0797767	0.0797767	0.0797767	0.0797767	0.0797767	0.0797767	0.0797767	0.01602356	0.02224883	0.164519	0.0344051	0.00633836	0.00166438	0.00166438	0.2085908	0.3824556
35400	-434.1796	-446.509	12.32937	0.005228547	0.00774862	0.002459382	0.2710398	0.005228547	0.02808865	0.01400411	0.224053	0.224053	0.224053	0.224053	0.224053	0.224053	0.224053	0.224053	0.224053	0.224053	0.224053	0.224053	0.224053	0.224053	0.224053	0.224053	0.224053	0.224053	0.224053	0.224053	0.224053	0.224053	0.224053	0.224053	0.224053	0.224053	0.224053	0.224053	0.224053	0.224053	0.224053	0.224053	0.224053	0.224053	0.224053	0.224053	0.224053	0.03194978	0.01400411	0.27104	0.00774862	0.00245938	0.00522855	0.00522855	0.2917049	0.7680806
35410	-435.4564	-447.82	12.36359	0.002016577	0.01025824	0.002429185	0.2710398	0.002016577	0.01568614	0.01840911	0.183377	0.183377	0.183377	0.183377	0.183377	0.183377	0.183377	0.183377	0.183377	0.183377	0.183377	0.183377	0.183377	0.183377	0.183377	0.183377	0.183377	0.183377	0.183377	0.183377	0.183377	0.183377	0.183377	0.183377	0.183377	0.183377	0.183377	0.183377	0.183377	0.183377	0.183377	0.183377	0.183377	0.183377	0.183377	0.183377	0.183377	0.03716317	0.01840911	0.27104	0.0102582	0.00242918	0.00201658	0.00201658	0.2877604	0.6372558
35420	-437.9186	-449.9869	12.06833	0.008695501	0.01041946	0.001733347	0.3011608	0.008695501	0.01432155	0.01354632	0.295237	0.295237	0.295237	0.295237	0.295237	0.295237	0.295237	0.295237	0.295237	0.295237	0.295237	0.295237	0.295237	0.295237	0.295237	0.295237	0.295237	0.295237	0.295237	0.295237	0.295237	0.295237	0.295237	0.295237	0.295237	0.295237	0.295237	0.295237	0.295237	0.295237	0.295237	0.295237	0.295237	0.295237	0.295237	0.295237	0.295237	0.04134238	0.01354632	0.301161	0.0104195	0.00173335	0.0086955	0.0086955	0.3307047	0.8927516
35430	-440.1923	-452.6577	12.4654	0.005617567	0.02878871	0.03764852	0.219072	0.005617567	0.003904281	0.01490011	0.136368	0.136368	0.136368	0.136368	0.136368	0.136368	0.136368	0.136368	0.136368	0.136368	0.136368	0.136368	0.136368	0.136368	0.136368	0.136368	0.136368	0.136368	0.136368	0.136368	0.136368	0.136368	0.136368	0.136368	0.136368	0.136368	0.136368	0.136368	0.136368	0.136368	0.136368	0.136368	0.136368	0.136368	0.136368	0.136368	0.136368	0.03758602	0.01490011	0.219072	0.0287887	0.0376485	0.00561757	0.00561757	0.2967444	0.4595479
35440	-438.4085	-450.8337	12.42519	0.0005947302	0.01378945	0.008208887	0.2401989	0.0005947302	0.007976555	0.01023253	0.149155	0.149155	0.149155	0.149155	0.149155	0.149155	0.149155	0.149155	0.149155	0.149155	0.149155	0.149155	0.149155	0.149155	0.149155	0.149155	0.149155	0.149155	0.149155	0.149155	0.149155	0.149155	0.149155	0.149155	0.149155	0.149155	0.149155	0.149155	0.149155	0.149155	0.149155	0.149155	0.149155	0.149155	0.149155	0.149155	0.149155	0.06687206	0.01023253	0.240199	0.0137894	0.00820889	0.00059473	0.00059473	0.2633867	0.5662969
35450	-433.8775	-447.2061	13.32858	0.008833377	0.01780112	0.00980801	0.1685505	0.008833377	0.009222183	0.006451379	0.148425	0.148425	0.148425	0.148425	0.148425	0.148425	0.148425	0.148425	0.148425	0.148425	0.148425	0.148425	0.148425	0.148425	0.148425	0.148425	0.148425	0.148425	0.148425	0.148425	0.148425	0.148425	0.148425	0.148425	0.148425	0.148425	0.148425	0.148425	0.148425	0.148425	0.148425	0.148425	0.148425	0.148425	0.148425	0.148425	0.148425	0.02939011	0.006451379	0.16855	0.0178011	0.00980801	0.00883338	0.00883338	0.2138264	0.6941372
35460	-437.8352	-450.0065	12.1713	0.008226943	0.0003488997	0.02993081	0.2925887	0.008226943	0.01036005	0.006619669	0.298921	0.298921	0.298921	0.298921	0.298921	0.298921	0.298921	0.298921	0.298921	0.298921	0.298921	0.298921	0.298921	0.298921	0.298921	0.298921	0.298921	0.298921	0.298921	0.298921	0.298921	0.298921	0.298921	0.298921	0.298921	0.298921	0.298921	0.298921	0.298921	0.298921	0.298921	0.298921	0.298921	0.298921	0.298921	0.298921	0.298921	0.0340236	0.006619669	0.292589	0.0003489	0.0299308	0.00822694	0.00822694	0.3393223	0.8809342
35470	-435.4161	-448.178	12.76187	0.008767019	0.0007240813	0.00952848	0.2386044	0.008767019	0.01047343	0.01757823	0.202153	0.202153	0.202153	0.202153	0.202153	0.202153	0.202153	0.202153	0.202153	0.202153	0.202153	0.202153	0.202153	0.202153	0.202153	0.202153	0.202153	0.202153	0.202153	0.202153	0.202153	0.202153	0.202153	0.202153	0.202153	0.202153	0.202153	0.202153	0.202153	0.202153	0.202153	0.202153	0.202153	0.202153	0.202153	0.202153	0.202153	0.02786084	0.01757823	0.238604	0.000724081	0.00952848	0.00876702	0.00876702	0.266391	0.7588565
35480	-435.0194	-448.2814	13.26201	0.007256776	0.02144327	0.005748349	0.164286	0.007256776	0.005999139	0.02466987	0.0984828	0.0984828	0.0984828	0.0984828	0.0984828	0.0984828	0.0984828	0.0984828	0.0984828	0.0984828	0.0984828	0.0984828	0.0984828	0.0984828	0.0984828	0.0984828	0.0984828	0.0984828	0.0984828	0.0984828	0.0984828	0.0984828	0.0984828	0.0984828	0.0984828	0.0984828	0.0984828	0.0984828	0.0984828	0.0984828	0.0984828	0.0984828	0.0984828	0.0984828	0.0984828	0.0984828	0.0984828	0.02650038	0.02466987	0.164286	0.0214433	0.00574835	0.00725678	0.00725678	0.2059912	0.4780922
35490	-439.0392	-451.1782	12.13895	0.004168128	0.004298254	0.005495903	0.2556437	0.004168128	0.001492884	0.0328306	0.173575	0.173575	0.173575	0.173575	0.173575	0.173575	0.173575	0.173575	0.173575	0.173575	0.173575	0.173575	0.173575	0.173575	0.173575	0.173575	0.173575	0.173575	0.173575	0.173575	0.173575	0.173575	0.173575	0.173575	0.173575	0.173575	0.173575	0.173575	0.173575	0.173575	0.173575	0.173575	0.173575	0.173575	0.173575	0.173575	0.173575	0.07344905	0.0328306	0.255644	0.00429825	0.0054959	0.00416813	0.00416813	0.2737741	0.6340079
35500	-438.2016	-450.3655	12.16385	0.01574032	0.01144919	0.01692833	0.270692	0.01574032	0.002276435	0.006878758	0.240438	0.240438	0.240438	0.240438	0.240438	0.240438	0.240438	0.240438	0.240438	0.240438	0.240438	0.240438	0.240438	0.240438	0.240438	0.240438	0.240438	0.240438	0.240438	0.240438	0.240438	0.240438	0.240438	0.240438	0.240438	0.240438	0.240438	0.240438	0.240438	0.240438	0.240438	0.240438	0.240438	0.240438	0.240438	0.240438	0.240438	0.05677166	0.006878758	0.270692	0.0114492	0.0169283	0.0157403	0.0157403	0.3305502	0.727387
35510	-438.1714	-451.5526	13.38115	0.008815789	0.00578605	0.01181044	0.1382146	0.008815789	0.001108198	0.003528291	0.0454809	0.0454809	0.0454809	0.0454809	0.0454809	0.0454809	0.0454809	0.0454809	0.0454809	0.0454809	0.0454809	0.0454809	0.0454809	0.0454809	0.0454809	0.0454809	0.0454809	0.0454809	0.0454809	0.0454809	0.0454809	0.0454809	0.0454809	0.0454809	0.0454809	0.0454809	0.0454809	0.0454809	0.0454809	0.0454809	0.0454809	0.0454809	0.0454809	0.0454809	0.0454809	0.0454809	0.0454809	0.07031415	0.003528291	0.138215	0.00578605	0.0118104	0.00881579	0.00881579	0.1734427	0.2622243
35520	-438.9174	-451.8954	12.97806	0.01489789	0.01090932	0.01348618	0.1188524	0.01489789	0.002106448	0.006258395	0.0400747	0.0400747	0.0400747	0.0400747	0.0400747	0.0400747	0.0400747	0.0400747	0.0400747	0.0400747	0.0400747	0.0400747	0.0400747	0.0400747	0.0400747	0.0400747	0.0400747	0.0400747	0.0400747	0.0400747	0.0400747	0.0400747	0.0400747	0.0400747	0.0400747	0.0400747	0.0400747	0.0400747	0.0400747	0.0400747	0.0400747	0.0400747	0.0400747	0.0400747	0.0400747	0.0400747	0.0400747	0.1125373	0.006258395	0.118852	0.0109093	0.0134862	0.0148979	0.0148979	0.1730437	0.2315872
35530	-441.4799	-454.6014	13.12147	0.004780764	0.0257807	0.01047332	0.1054717	0.004780764	0.001037587	0.006562954	0.0169404	0.0169404	0.0169404	0.0169404	0.0169404	0.0169404	0.0169404	0.0169404	0.0169404	0.0169404	0.0169404	0.0169404	0.0169404	0.0169404	0.0169404	0.0169404	0.0169404	0.0169404	0.0169404	0.0169404	0.0169404	0.0169404	0.0169404	0.0169404	0.0169404	0.0169404	0.0169404	0.0169404	0.0169404	0.0169404	0.0169404	0.0169404	0.0169404	0.0169404	0.0169404	0.0169404	0.0169404	0.1090942	0.006562954	0.105472	0.0257807	0.0104733	0.00478076	0.00478076	0.1512872	0.1119754
35540	-434.6664	-447.9211	13.25472	0.01053277	0.008010342	0.01088254	0.1499978	0.01053277	0.001310469	0.01612077	0.0773792	0.0773792	0.0773792	0.0773792	0.0773792	0.0773792	0.0773792	0.0773792	0.0773792	0.0773792	0.0773792	0.0773792	0.0773792	0.0773792	0.0773792	0.0773792	0.0773792	0.0773792	0.0773792	0.0773792	0.0773792	0.0773792	0.0773792	0.0773792	0.0773792	0.0773792	0.0773792	0.0773792	0.0773792	0.0773792	0.0773792	0.0773792	0.0773792	0.0773792	0.0773792	0.0773792	0.0773792	0.05727977	0.01612077	0.149998	0.00801034	0.0108825	0.0105328	0.0105328	0.1899562	0.4073529
35550	-435.1806	-448.3363	13.15568	0.01053277	0.01020748	0.00832544	0.1499978	0.01053277	0.001986305	0.01525375	0.099355	0.099355	0.099355	0.099355	0.099355	0.099355	0.099355	0.099355	0.099355	0.099355	0.099355	0.099355	0.099355	0.099355	0.099355	0.099355	0.099355	0.099355	0.099355	0.099355	0.099355	0.099355	0.099355	0.099355	0.099355	0.099355	0.099355	0.099355	0.099355	0.099355	0.099355	0.099355	0.099355	0.099355	0.099355	0.099355	0.099355	0.06768855	0.01525375	0.149998	0.0102075	0.00832544	0.0105328	0.0105328	0.1895962	0.5240345
35560	-434.6944	-448.0582	13.36382	0.006711537	0.003634748	0.03225327	0.1499978	0.006711537	0.002475845	0.01061222	0.113564	0.113564	0.113564	0.113564	0.113564	0.113564	0.113564	0.113564	0.113564	0.113564	0.113564	0.113564	0.113564	0.113564	0.113564	0.113564	0.113564	0.113564	0.113564	0.113564	0.113564	0.113564	0.113564	0.113564	0.113564	0.113564	0.113564	0.113564	0.113564	0.113564	0.113564	0.113564	0.113564	0.113564	0.113564	0.113564	0.113564	0.03924383	0.01061222	0.149998	0.00363475	0.0322533	0.00671154	0.00671154	0.1993089	0.5697911
35570	-434.0818	-447.3323	13.25049	0.0008231012	0.01094973	0.01553055	0.1499978	0.0008231012	0.01299085	0.0187689	0.0841838	0.0841838	0.0841838	0.0841838	0.0841838	0.0841838	0.0841838	0.0841838	0.0841838	0.0841838	0.0841838	0.0841838	0.0841838	0.0841838	0.0841838	0.0841838	0.0841838	0.0841838	0.0841838	0.0841838	0.0841838	0.0841838	0.0841838	0.0841838	0.0841838	0.0841838	0.0841838	0.0841838	0.0841838	0.0841838	0.0841838	0.0841838	0.0841838	0.0841838	0.0841838	0.0841838	0.0841838	0.04522259	0.0187689	0.149998	0.0109497	0.0155305	0.000823101	0.000823101	0.1781243	0.4726129
35580	-434.4337	-447.6243	13.19068	0.001971154	0.02112961	0.0212972	0.143106	0.001971154	0.03484819	0.0177494	0.0767548	0.0767548	0.0767548	0.0767548	0.0767548	0.0767548	0.0767548	0.0767548	0.0767548	0.0767548	0.0767548	0.0767548	0.0767548	0.0767548	0.0767548	0.0767548	0.0767548	0.0767548	0.0767548	0.0767548	0.0767548	0.0767548	0.0767548	0.0767548	0.0767548	0.0767548	0.0767548	0.0767548	0.0767548	0.0767548	0.0767548	0.0767548	0.0767548	0.0767548	0.0767548	0.0767548	0.0767548	0.02148302	0.0177494	0.143106	0.0211296	0.0212972	0.00197115	0.00197115	0.1894751	0.4050916
35590	-437.5903	-450.5132	12.92295	0.005447925	0.02413553	0.0006794654	0.143106	0.005447925	0.05893506	0.01400204	0.14349	0.14349	0.14349	0.14349	0.14349	0.14349	0.14349	0.14349	0.14349	0.14349	0.14349	0.14349	0.14349	0.14349	0.14349	0.14349	0.14349	0.14349	0.14349	0.14349	0.14349	0.14349	0.14349	0.14349	0.14349	0.14349	0.14349	0.14349	0.14349	0.14349	0.14349	0.14349	0.14349	0.14349	0.14349	0.14349	0.14349	0.04022271	0.01400204	0.143106	0.0241355	0.000679465	0.00544792	0.00544792	0.1788168	0.8024404
35600	-434.6061	-448.0071	13.401	0.006760015	0.03170428	0.0130252	0.1280798	0.006760015	0.01129949	0.01413567	0.0726113	0.0726113	0.0726113	0.0726113	0.0726113	0.0726113	0.0726113	0.0726113	0.0726113	0.0726113	0.0726113	0.0726113	0.0726113	0.0726113	0.0726113	0.0726113	0.0726113	0.0726113	0.0726113	0.0726113	0.0726113	0.0726113	0.0726113	0.0726113	0.0726113	0.0726113	0.0726113	0.0726113	0.0726113	0.0726113	0.0726113	0.0726113	0.0726113	0.0726113	0.0726113	0.0726113	0.0726113	0.03452163	0.01413567	0.12808	0.0317043	0.0130252	0.00676002	0.00676002	0.1863293	0.3896931
35610	-434.9069	-447.9436	13.03666	0.004142581	0.01767813	0.004845238	0.1280798	0.004142581	0.0631095	0.0163783	0.0392149	0.0392149	0.0392149	0.0392149	0.0392149	0.0392149	0.0392149	0.0392149	0.0392149	0.0392149	0.0392149	0.0392149	0.0392149	0.0392149	0.0392149	0.0392149	0.0392149	0.0392149	0.0392149	0.0392149	0.0392149	0.0392149	0.0392149	0.0392149	0.0392149	0.0392149	0.0392149	0.0392149	0.0392149	0.0392149	0.0392149	0.0392149	0.0392149	0.0392149	0.0392149	0.0392149	0.0392149	0.03851498	0.0163783	0.12808	0.0176781	0.00484524	0.00414258	0.00414258	0.1588884	0.2468078
35620	-437.2013	-450.6713	13.47005	0.007954822	0.01767813	0.02426186	0.1119127	0.007954822	0.01623446	0.01801222	0.00127695	0.00127695	0.00127695	0.00127695	0.00127695	0.00127695	0.00127695	0.00127695	0.00127695	0.00127695	0.00127695	0.00127695	0.00127695	0.00127695	0.00127695	0.00127695	0.00127695	0.00127695	0.00127695	0.00127695	0.00127695	0.00127695	0.00127695	0.00127695	0.00127695	0.00127695	0.00127695	0.00127695	0.00127695	0.00127695	0.00127695	0.00127695	0.00127695	0.00127695	0.00127695	0.00127695	0.00127695	0.03426914	0.01801222	0.111913	0.0176781	0.0242619	0.00795482	0.00795482	0.1697624	0.007521983
35630	-435.3825	-449.0061	13.62361	0.004666891	0.003461449	0.02847552	0.1380706	0.004666891	0.008319587	0.01215112	0.0256493	0.0256493	0.0256493	0.0256493	0.0256493	0.0256493	0.0256493	0.0256493	0.0256493	0.0256493	0.0256493	0.0256493	0.0256493	0.0256493	0.0256493	0.0256493	0.0256493	0.0256493	0.0256493	0.0256493	0.0256493	0.0256493	0.0256493	0.0256493	0.0256493	0.0256493	0.0256493	0.0256493	0.0256493	0.0256493	0.0256493	0.0256493	0.0256493	0.0256493	0.0256493	0.0256493	0.0256493	0.02148651	0.01215112	0.138071	0.00346145	0.0284755	0.00466689	0.00466689	0.1793413	0.1430197
35640	-434.6942	-447.946	13.25188	0.008430445	0.01860386	0.01927153	0.1380706	0.008430445	0.0315411	0.01720815	0.0629	0.0629	0.0629	0.0629	0.0629	0.0629	0.0629	0.0629	0.0629	0.0629	0.0629	0.0629	0.0629	0.0629	0.0629	0.0629	0.0629	0.0629	0.0629	0.0629	0.0629	0.0629	0.0629	0.0629	0.0629	0.0629	0.0629	0.0629	0.0629	0.0629	0.0629	0.0629	0.0629	0.0629	0.0629	0.0629	0.0629	0.02193356	0.01720815	0.138071	0.0186039	0.0192715	0.00843045	0.00843045	0.1928069	0.3262333
35650	-431.8634	-445.0948	13.23136	0.004429352	0.02859015	0.003285614	0.1669186	0.004429352	0.04056024	0.01235739	0.121344	0.121344	0.121344	0.121344	0.121344	0.121344	0.121344	0.121344	0.121344	0.121344	0.121344	0.121344	0.121344	0.121344	0.121344	0.121344	0.121344	0.121344	0.121344	0.121344	0.121344	0.121344	0.121344	0.121344	0.121344	0.121344	0.121344	0.121344	0.121344	0.121344	0.121344	0.121344	0.121344	0.121344	0.121344	0.121344	0.121344	0.003408858	0.01235739	0.166919	0.0285901	0.00328561	0.00442935	0.00442935	0.207653	0.5843601
35660	-433.0839	-446.2267	13.14279	0.005487158	0.03847412	0.0126265	0.1669186	0.005487158	0.02685274	0.01184952	0.131732	0.131732	0.131732	0.131732	0.131732	0.131732	0.131732	0.131732	0.131732	0.131732	0.131732	0.131732	0.131732	0.131732	0.131732	0.131732	0.131732	0.131732	0.131732	0.131732	0.131732	0.131732	0.131732	0.131732	0.131732	0.131732	0.131732	0.131732	0.131732	0.131732	0.131732	0.131732	0.131732	0.131732	0.131732	0.131732	0.131732	0.008821789	0.01184952	0.166919	0.0384741	0.0126265	0.00548716	0.00548716	0.2289935	0.5752647
35670	-437.3495	-450.5256	13.17616	0.01791765	0.06110277	0.000835635	0.1669186	0.01791765	0.01088936	0.01042149	0.200255	0.200255	0.200255	0.200255	0.200255	0.200255	0.200255	0.200255	0.200255	0.200255	0.200255	0.200255	0.200255	0.200255	0.200255	0.200255	0.200255	0.200255	0.200255	0.200255	0.200255	0.200255	0.200255	0.200255	0.200255	0.200255	0.200255	0.200255	0.200255	0.200255	0.200255	0.200255	0.200255	0.200255	0.200255	0.200255	0.200255	0.002618258	0.01042149	0.166919	0.0611028	0.000835635	0.0179177	0.0179177	0.2646923	0.7565586
35680	-433.9029	-447.4449	13.54197	0.008547569	0.02259856	0.002316419	0.1301177	0.008547569	0.04731908	0.007313604	0.00610547	0.00610547	0.00610547	0.00610547	0.00610547	0.00610547	0.00610547	0.00610547	0.00610547	0.00610547	0.00610547	0.00610547	0.00610547	0.00610547	0.00610547	0.00610547	0.00610547	0.00610547	0.00610547	0.00610547	0.00610547	0.00610547	0.00610547	0.00610547	0.00610547	0.00610547	0.00610547	0.00610547	0.00610547	0.00610547	0.00610547	0.00610547	0.00610547	0.00610547	0.00610547	0.00610547	0.00610547	0.005147401	0.007313604	0.130118	0.0225986	0.00231642	0.00854757	0.00854757	0.1721278	0.03547054
35690	-432.3522	-445.7391	13.38687	0.006827444	0.01551944	0.01068626	0.160087	0.006827444	0.02294992	0.01303176	0.0574677	0.0574677	0.0574677	0.0574677	0.0574677	0.0574677	0.0574677	0.0574677	0.0574677	0.0574677	0.0574677	0.0574677	0.0574677	0.0574677	0.0574677	0.0574677	0.0574677	0.0574677	0.0574677	0.0574677	0.0574677	0.0574677	0.0574677	0.0574677	0.0574677	0.0574677	0.0574677	0.0574677	0.0574677	0.0574677	0.0574677	0.0574677	0.0574677	0.0574677	0.0574677	0.0574677	0.0574677	0.01359003	0.01303176	0.160087	0.0155194	0.0106863	0.00682744	0.00682744	0.1999475	0.2874141
