Iteration	Posterior	Likelihood	Prior	clado_demipoly	clado_fission	clado_fusion	clado_no_change	clado_polyploid	delta	eta	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	extinction[19]	extinction[20]	extinction[21]	extinction[22]	extinction[23]	extinction[24]	extinction[25]	extinction[26]	extinction[27]	extinction[28]	extinction[29]	extinction[30]	extinction[31]	extinction[32]	extinction[33]	extinction[34]	extinction[35]	extinction[36]	extinction[37]	gamma	rho	speciation_rates[1]	speciation_rates[2]	speciation_rates[3]	speciation_rates[4]	speciation_rates[5]	total_speciation	turnover
13880	-437.8383	-451.1967	13.35841	0.0137369	0.03543569	0.02266749	0.1265186	0.0137369	0.02065648	0.008867921	0.0384229	0.0384229	0.0384229	0.0384229	0.0384229	0.0384229	0.0384229	0.0384229	0.0384229	0.0384229	0.0384229	0.0384229	0.0384229	0.0384229	0.0384229	0.0384229	0.0384229	0.0384229	0.0384229	0.0384229	0.0384229	0.0384229	0.0384229	0.0384229	0.0384229	0.0384229	0.0384229	0.0384229	0.0384229	0.0384229	0.0384229	0.0384229	0.0384229	0.0384229	0.0384229	0.0384229	0.0384229	0.01833193	0.008867921	0.126519	0.0354357	0.0226675	0.0137369	0.0137369	0.2120956	0.1811583
13890	-433.136	-446.5671	13.43106	0.01221359	0.03239148	0.0003892446	0.132394	0.01221359	0.02815621	0.009279591	0.0919043	0.0919043	0.0919043	0.0919043	0.0919043	0.0919043	0.0919043	0.0919043	0.0919043	0.0919043	0.0919043	0.0919043	0.0919043	0.0919043	0.0919043	0.0919043	0.0919043	0.0919043	0.0919043	0.0919043	0.0919043	0.0919043	0.0919043	0.0919043	0.0919043	0.0919043	0.0919043	0.0919043	0.0919043	0.0919043	0.0919043	0.0919043	0.0919043	0.0919043	0.0919043	0.0919043	0.0919043	0.02141368	0.009279591	0.132394	0.0323915	0.000389245	0.0122136	0.0122136	0.1896019	0.4847223
13900	-435.0518	-448.4129	13.36115	0.01129456	0.009685729	0.02340445	0.132394	0.01129456	0.04639338	0.0122803	0.0819939	0.0819939	0.0819939	0.0819939	0.0819939	0.0819939	0.0819939	0.0819939	0.0819939	0.0819939	0.0819939	0.0819939	0.0819939	0.0819939	0.0819939	0.0819939	0.0819939	0.0819939	0.0819939	0.0819939	0.0819939	0.0819939	0.0819939	0.0819939	0.0819939	0.0819939	0.0819939	0.0819939	0.0819939	0.0819939	0.0819939	0.0819939	0.0819939	0.0819939	0.0819939	0.0819939	0.0819939	0.007697684	0.0122803	0.132394	0.00968573	0.0234044	0.0112946	0.0112946	0.1880732	0.4359677
13910	-431.7918	-445.4023	13.61047	0.004125874	0.01044484	0.005031889	0.132394	0.004125874	0.02678621	0.01642634	0.0307446	0.0307446	0.0307446	0.0307446	0.0307446	0.0307446	0.0307446	0.0307446	0.0307446	0.0307446	0.0307446	0.0307446	0.0307446	0.0307446	0.0307446	0.0307446	0.0307446	0.0307446	0.0307446	0.0307446	0.0307446	0.0307446	0.0307446	0.0307446	0.0307446	0.0307446	0.0307446	0.0307446	0.0307446	0.0307446	0.0307446	0.0307446	0.0307446	0.0307446	0.0307446	0.0307446	0.0307446	0.01980234	0.01642634	0.132394	0.0104448	0.00503189	0.00412587	0.00412587	0.1561224	0.1969261
13920	-431.8557	-445.4377	13.582	0.01082215	0.00851097	0.005397579	0.132394	0.01082215	0.02974048	0.008092477	0.0768075	0.0768075	0.0768075	0.0768075	0.0768075	0.0768075	0.0768075	0.0768075	0.0768075	0.0768075	0.0768075	0.0768075	0.0768075	0.0768075	0.0768075	0.0768075	0.0768075	0.0768075	0.0768075	0.0768075	0.0768075	0.0768075	0.0768075	0.0768075	0.0768075	0.0768075	0.0768075	0.0768075	0.0768075	0.0768075	0.0768075	0.0768075	0.0768075	0.0768075	0.0768075	0.0768075	0.0768075	0.02356448	0.008092477	0.132394	0.00851097	0.00539758	0.0108221	0.0108221	0.1679468	0.4573324
13930	-434.2484	-447.1636	12.91515	0.009724995	0.03041281	0.008965024	0.2058822	0.009724995	0.01703931	0.01147937	0.21452	0.21452	0.21452	0.21452	0.21452	0.21452	0.21452	0.21452	0.21452	0.21452	0.21452	0.21452	0.21452	0.21452	0.21452	0.21452	0.21452	0.21452	0.21452	0.21452	0.21452	0.21452	0.21452	0.21452	0.21452	0.21452	0.21452	0.21452	0.21452	0.21452	0.21452	0.21452	0.21452	0.21452	0.21452	0.21452	0.21452	0.01436289	0.01147937	0.205882	0.0304128	0.00896502	0.009725	0.009725	0.2647101	0.8103977
13940	-433.7365	-446.5576	12.82114	0.009724995	0.01991217	0.003825944	0.2252163	0.009724995	0.02062295	0.01022297	0.216511	0.216511	0.216511	0.216511	0.216511	0.216511	0.216511	0.216511	0.216511	0.216511	0.216511	0.216511	0.216511	0.216511	0.216511	0.216511	0.216511	0.216511	0.216511	0.216511	0.216511	0.216511	0.216511	0.216511	0.216511	0.216511	0.216511	0.216511	0.216511	0.216511	0.216511	0.216511	0.216511	0.216511	0.216511	0.216511	0.216511	0.01822064	0.01022297	0.225216	0.0199122	0.00382594	0.009725	0.009725	0.2684044	0.8066606
13950	-437.1613	-449.4258	12.26447	0.0147911	0.01900452	0.02138273	0.2252163	0.0147911	0.06492828	0.008805631	0.192231	0.192231	0.192231	0.192231	0.192231	0.192231	0.192231	0.192231	0.192231	0.192231	0.192231	0.192231	0.192231	0.192231	0.192231	0.192231	0.192231	0.192231	0.192231	0.192231	0.192231	0.192231	0.192231	0.192231	0.192231	0.192231	0.192231	0.192231	0.192231	0.192231	0.192231	0.192231	0.192231	0.192231	0.192231	0.192231	0.192231	0.0120941	0.008805631	0.225216	0.0190045	0.0213827	0.0147911	0.0147911	0.2951858	0.65122
13960	-436.4337	-449.1534	12.71973	0.001791016	0.005499832	0.01760943	0.2252163	0.001791016	0.02722197	0.0253095	0.181198	0.181198	0.181198	0.181198	0.181198	0.181198	0.181198	0.181198	0.181198	0.181198	0.181198	0.181198	0.181198	0.181198	0.181198	0.181198	0.181198	0.181198	0.181198	0.181198	0.181198	0.181198	0.181198	0.181198	0.181198	0.181198	0.181198	0.181198	0.181198	0.181198	0.181198	0.181198	0.181198	0.181198	0.181198	0.181198	0.181198	0.01413116	0.0253095	0.225216	0.00549983	0.0176094	0.00179102	0.00179102	0.2519076	0.7193016
13970	-432.808	-446.1861	13.37807	0.003576793	0.01737287	0.004882462	0.1570256	0.003576793	0.02685942	0.01399338	0.0234425	0.0234425	0.0234425	0.0234425	0.0234425	0.0234425	0.0234425	0.0234425	0.0234425	0.0234425	0.0234425	0.0234425	0.0234425	0.0234425	0.0234425	0.0234425	0.0234425	0.0234425	0.0234425	0.0234425	0.0234425	0.0234425	0.0234425	0.0234425	0.0234425	0.0234425	0.0234425	0.0234425	0.0234425	0.0234425	0.0234425	0.0234425	0.0234425	0.0234425	0.0234425	0.0234425	0.0234425	0.01853371	0.01399338	0.157026	0.0173729	0.00488246	0.00357679	0.00357679	0.1864345	0.1257412
13980	-434.1281	-447.4104	13.28238	0.009209981	0.006366331	0.02185195	0.1570256	0.009209981	0.04077973	0.009191278	0.112287	0.112287	0.112287	0.112287	0.112287	0.112287	0.112287	0.112287	0.112287	0.112287	0.112287	0.112287	0.112287	0.112287	0.112287	0.112287	0.112287	0.112287	0.112287	0.112287	0.112287	0.112287	0.112287	0.112287	0.112287	0.112287	0.112287	0.112287	0.112287	0.112287	0.112287	0.112287	0.112287	0.112287	0.112287	0.112287	0.112287	0.008888904	0.009191278	0.157026	0.00636633	0.021852	0.00920998	0.00920998	0.2036638	0.5513328
13990	-433.2745	-446.3538	13.07927	0.003797901	0.01044894	0.009745538	0.1570256	0.003797901	0.03649	0.01838508	0.0900565	0.0900565	0.0900565	0.0900565	0.0900565	0.0900565	0.0900565	0.0900565	0.0900565	0.0900565	0.0900565	0.0900565	0.0900565	0.0900565	0.0900565	0.0900565	0.0900565	0.0900565	0.0900565	0.0900565	0.0900565	0.0900565	0.0900565	0.0900565	0.0900565	0.0900565	0.0900565	0.0900565	0.0900565	0.0900565	0.0900565	0.0900565	0.0900565	0.0900565	0.0900565	0.0900565	0.0900565	0.03599355	0.01838508	0.157026	0.0104489	0.00974554	0.0037979	0.0037979	0.1848158	0.4872767
14000	-441.1375	-454.0439	12.90641	0.00156816	0.08157534	0.007004572	0.1570256	0.00156816	0.02717701	0.01356228	0.0702583	0.0702583	0.0702583	0.0702583	0.0702583	0.0702583	0.0702583	0.0702583	0.0702583	0.0702583	0.0702583	0.0702583	0.0702583	0.0702583	0.0702583	0.0702583	0.0702583	0.0702583	0.0702583	0.0702583	0.0702583	0.0702583	0.0702583	0.0702583	0.0702583	0.0702583	0.0702583	0.0702583	0.0702583	0.0702583	0.0702583	0.0702583	0.0702583	0.0702583	0.0702583	0.0702583	0.0702583	0.009817428	0.01356228	0.157026	0.0815753	0.00700457	0.00156816	0.00156816	0.2487418	0.2824549
14010	-439.6113	-452.0029	12.39161	0.0003577883	0.01048297	0.01032919	0.2266681	0.0003577883	0.05257265	0.03210413	0.208455	0.208455	0.208455	0.208455	0.208455	0.208455	0.208455	0.208455	0.208455	0.208455	0.208455	0.208455	0.208455	0.208455	0.208455	0.208455	0.208455	0.208455	0.208455	0.208455	0.208455	0.208455	0.208455	0.208455	0.208455	0.208455	0.208455	0.208455	0.208455	0.208455	0.208455	0.208455	0.208455	0.208455	0.208455	0.208455	0.208455	0.01678162	0.03210413	0.226668	0.010483	0.0103292	0.000357788	0.000357788	0.2481958	0.8398801
14020	-438.0805	-450.3235	12.24304	0.002061603	0.0210803	0.0448331	0.2266681	0.002061603	0.02374682	0.01661399	0.205453	0.205453	0.205453	0.205453	0.205453	0.205453	0.205453	0.205453	0.205453	0.205453	0.205453	0.205453	0.205453	0.205453	0.205453	0.205453	0.205453	0.205453	0.205453	0.205453	0.205453	0.205453	0.205453	0.205453	0.205453	0.205453	0.205453	0.205453	0.205453	0.205453	0.205453	0.205453	0.205453	0.205453	0.205453	0.205453	0.205453	0.03520454	0.01661399	0.226668	0.0210803	0.0448331	0.0020616	0.0020616	0.2967047	0.6924491
14030	-433.7037	-446.2968	12.59311	0.004786273	0.007949522	0.00723085	0.2266681	0.004786273	0.02988772	0.01711759	0.13817	0.13817	0.13817	0.13817	0.13817	0.13817	0.13817	0.13817	0.13817	0.13817	0.13817	0.13817	0.13817	0.13817	0.13817	0.13817	0.13817	0.13817	0.13817	0.13817	0.13817	0.13817	0.13817	0.13817	0.13817	0.13817	0.13817	0.13817	0.13817	0.13817	0.13817	0.13817	0.13817	0.13817	0.13817	0.13817	0.13817	0.03535108	0.01711759	0.226668	0.00794952	0.00723085	0.00478627	0.00478627	0.251421	0.5495549
14040	-432.4225	-446.1883	13.76586	0.006503604	0.01999906	0.01087257	0.1177712	0.006503604	0.02468901	0.007781162	0.0555352	0.0555352	0.0555352	0.0555352	0.0555352	0.0555352	0.0555352	0.0555352	0.0555352	0.0555352	0.0555352	0.0555352	0.0555352	0.0555352	0.0555352	0.0555352	0.0555352	0.0555352	0.0555352	0.0555352	0.0555352	0.0555352	0.0555352	0.0555352	0.0555352	0.0555352	0.0555352	0.0555352	0.0555352	0.0555352	0.0555352	0.0555352	0.0555352	0.0555352	0.0555352	0.0555352	0.0555352	0.01226357	0.007781162	0.117771	0.0199991	0.0108726	0.0065036	0.0065036	0.1616501	0.343552
14050	-436.3868	-449.3707	12.98382	0.01455917	0.01485794	0.01375031	0.1319203	0.01455917	0.08758834	0.005155286	0.104262	0.104262	0.104262	0.104262	0.104262	0.104262	0.104262	0.104262	0.104262	0.104262	0.104262	0.104262	0.104262	0.104262	0.104262	0.104262	0.104262	0.104262	0.104262	0.104262	0.104262	0.104262	0.104262	0.104262	0.104262	0.104262	0.104262	0.104262	0.104262	0.104262	0.104262	0.104262	0.104262	0.104262	0.104262	0.104262	0.104262	0.01283292	0.005155286	0.13192	0.0148579	0.0137503	0.0145592	0.0145592	0.1896469	0.5497684
14060	-438.5323	-451.4792	12.94696	0.007617779	0.05124304	0.0216656	0.1610334	0.007617779	0.0183232	0.004152284	0.155661	0.155661	0.155661	0.155661	0.155661	0.155661	0.155661	0.155661	0.155661	0.155661	0.155661	0.155661	0.155661	0.155661	0.155661	0.155661	0.155661	0.155661	0.155661	0.155661	0.155661	0.155661	0.155661	0.155661	0.155661	0.155661	0.155661	0.155661	0.155661	0.155661	0.155661	0.155661	0.155661	0.155661	0.155661	0.155661	0.155661	0.02891403	0.004152284	0.161033	0.051243	0.0216656	0.00761778	0.00761778	0.2491776	0.6247003
14070	-435.4296	-447.9972	12.56761	0.005462887	0.01219081	0.02237002	0.1984927	0.005462887	0.02418535	0.009438159	0.167177	0.167177	0.167177	0.167177	0.167177	0.167177	0.167177	0.167177	0.167177	0.167177	0.167177	0.167177	0.167177	0.167177	0.167177	0.167177	0.167177	0.167177	0.167177	0.167177	0.167177	0.167177	0.167177	0.167177	0.167177	0.167177	0.167177	0.167177	0.167177	0.167177	0.167177	0.167177	0.167177	0.167177	0.167177	0.167177	0.167177	0.05835037	0.009438159	0.198493	0.0121908	0.02237	0.00546289	0.00546289	0.2439793	0.6852091
14080	-432.883	-445.9798	13.0968	0.006347172	0.03159327	0.001943717	0.1611075	0.006347172	0.03339672	0.01360485	0.120559	0.120559	0.120559	0.120559	0.120559	0.120559	0.120559	0.120559	0.120559	0.120559	0.120559	0.120559	0.120559	0.120559	0.120559	0.120559	0.120559	0.120559	0.120559	0.120559	0.120559	0.120559	0.120559	0.120559	0.120559	0.120559	0.120559	0.120559	0.120559	0.120559	0.120559	0.120559	0.120559	0.120559	0.120559	0.120559	0.120559	0.02472389	0.01360485	0.161108	0.0315933	0.00194372	0.00634717	0.00634717	0.2073388	0.5814584
14090	-433.5726	-446.6977	13.12517	0.01021048	0.01564504	0.01372406	0.1611075	0.01021048	0.02239153	0.00998496	0.14179	0.14179	0.14179	0.14179	0.14179	0.14179	0.14179	0.14179	0.14179	0.14179	0.14179	0.14179	0.14179	0.14179	0.14179	0.14179	0.14179	0.14179	0.14179	0.14179	0.14179	0.14179	0.14179	0.14179	0.14179	0.14179	0.14179	0.14179	0.14179	0.14179	0.14179	0.14179	0.14179	0.14179	0.14179	0.14179	0.14179	0.03677713	0.00998496	0.161108	0.015645	0.0137241	0.0102105	0.0102105	0.2108976	0.6723181
14100	-434.3926	-446.8504	12.45774	0.01021048	0.02642057	0.002149809	0.2348631	0.01021048	0.0476812	0.006663869	0.205938	0.205938	0.205938	0.205938	0.205938	0.205938	0.205938	0.205938	0.205938	0.205938	0.205938	0.205938	0.205938	0.205938	0.205938	0.205938	0.205938	0.205938	0.205938	0.205938	0.205938	0.205938	0.205938	0.205938	0.205938	0.205938	0.205938	0.205938	0.205938	0.205938	0.205938	0.205938	0.205938	0.205938	0.205938	0.205938	0.205938	0.01803301	0.006663869	0.234863	0.0264206	0.00214981	0.0102105	0.0102105	0.2838544	0.7255044
14110	-434.9237	-447.3451	12.42141	0.006265895	0.01165765	0.007854992	0.2637685	0.006265895	0.03574454	0.007279252	0.191853	0.191853	0.191853	0.191853	0.191853	0.191853	0.191853	0.191853	0.191853	0.191853	0.191853	0.191853	0.191853	0.191853	0.191853	0.191853	0.191853	0.191853	0.191853	0.191853	0.191853	0.191853	0.191853	0.191853	0.191853	0.191853	0.191853	0.191853	0.191853	0.191853	0.191853	0.191853	0.191853	0.191853	0.191853	0.191853	0.191853	0.01914142	0.007279252	0.263769	0.0116576	0.00785499	0.00626589	0.00626589	0.295813	0.6485605
14120	-434.8555	-448.579	13.72351	0.01019727	0.01266788	0.007248863	0.1251864	0.01019727	0.01672819	0.003289997	0.00327757	0.00327757	0.00327757	0.00327757	0.00327757	0.00327757	0.00327757	0.00327757	0.00327757	0.00327757	0.00327757	0.00327757	0.00327757	0.00327757	0.00327757	0.00327757	0.00327757	0.00327757	0.00327757	0.00327757	0.00327757	0.00327757	0.00327757	0.00327757	0.00327757	0.00327757	0.00327757	0.00327757	0.00327757	0.00327757	0.00327757	0.00327757	0.00327757	0.00327757	0.00327757	0.00327757	0.00327757	0.0288165	0.003289997	0.125186	0.0126679	0.00724886	0.0101973	0.0101973	0.1654976	0.01980433
14130	-432.2852	-445.7972	13.51198	0.007889022	0.01813935	0.002744474	0.1251864	0.007889022	0.0348675	0.01117469	0.0128782	0.0128782	0.0128782	0.0128782	0.0128782	0.0128782	0.0128782	0.0128782	0.0128782	0.0128782	0.0128782	0.0128782	0.0128782	0.0128782	0.0128782	0.0128782	0.0128782	0.0128782	0.0128782	0.0128782	0.0128782	0.0128782	0.0128782	0.0128782	0.0128782	0.0128782	0.0128782	0.0128782	0.0128782	0.0128782	0.0128782	0.0128782	0.0128782	0.0128782	0.0128782	0.0128782	0.0128782	0.02511304	0.01117469	0.125186	0.0181393	0.00274447	0.00788902	0.00788902	0.1618482	0.0795696
14140	-437.184	-450.7337	13.54971	0.005244323	0.04914878	0.0268272	0.1077798	0.005244323	0.02227328	0.0114743	0.0981235	0.0981235	0.0981235	0.0981235	0.0981235	0.0981235	0.0981235	0.0981235	0.0981235	0.0981235	0.0981235	0.0981235	0.0981235	0.0981235	0.0981235	0.0981235	0.0981235	0.0981235	0.0981235	0.0981235	0.0981235	0.0981235	0.0981235	0.0981235	0.0981235	0.0981235	0.0981235	0.0981235	0.0981235	0.0981235	0.0981235	0.0981235	0.0981235	0.0981235	0.0981235	0.0981235	0.0981235	0.003127498	0.0114743	0.10778	0.0491488	0.0268272	0.00524432	0.00524432	0.1942444	0.5051549
14150	-434.0933	-448.0091	13.91575	0.002902529	0.03881947	0.009109787	0.1107544	0.002902529	0.01398705	0.009193463	0.0375265	0.0375265	0.0375265	0.0375265	0.0375265	0.0375265	0.0375265	0.0375265	0.0375265	0.0375265	0.0375265	0.0375265	0.0375265	0.0375265	0.0375265	0.0375265	0.0375265	0.0375265	0.0375265	0.0375265	0.0375265	0.0375265	0.0375265	0.0375265	0.0375265	0.0375265	0.0375265	0.0375265	0.0375265	0.0375265	0.0375265	0.0375265	0.0375265	0.0375265	0.0375265	0.0375265	0.0375265	0.0009578877	0.009193463	0.110754	0.0388195	0.00910979	0.00290253	0.00290253	0.1644887	0.2281403
14160	-433.574	-447.6118	14.03782	0.006642851	0.02132695	0.005159493	0.1107544	0.006642851	0.00874394	0.01449021	0.024385	0.024385	0.024385	0.024385	0.024385	0.024385	0.024385	0.024385	0.024385	0.024385	0.024385	0.024385	0.024385	0.024385	0.024385	0.024385	0.024385	0.024385	0.024385	0.024385	0.024385	0.024385	0.024385	0.024385	0.024385	0.024385	0.024385	0.024385	0.024385	0.024385	0.024385	0.024385	0.024385	0.024385	0.024385	0.024385	0.024385	0.004109678	0.01449021	0.110754	0.021327	0.00515949	0.00664285	0.00664285	0.1505265	0.161998
14170	-436.4291	-449.9977	13.5686	0.001458537	0.05482531	0.003643417	0.1107544	0.001458537	0.01547281	0.01491107	0.0523107	0.0523107	0.0523107	0.0523107	0.0523107	0.0523107	0.0523107	0.0523107	0.0523107	0.0523107	0.0523107	0.0523107	0.0523107	0.0523107	0.0523107	0.0523107	0.0523107	0.0523107	0.0523107	0.0523107	0.0523107	0.0523107	0.0523107	0.0523107	0.0523107	0.0523107	0.0523107	0.0523107	0.0523107	0.0523107	0.0523107	0.0523107	0.0523107	0.0523107	0.0523107	0.0523107	0.0523107	0.02054993	0.01491107	0.110754	0.0548253	0.00364342	0.00145854	0.00145854	0.1721402	0.3038841
14180	-435.6101	-449.2489	13.63879	0.01061486	0.005490194	0.006044553	0.1107544	0.01061486	0.006127917	0.01845164	0.042661	0.042661	0.042661	0.042661	0.042661	0.042661	0.042661	0.042661	0.042661	0.042661	0.042661	0.042661	0.042661	0.042661	0.042661	0.042661	0.042661	0.042661	0.042661	0.042661	0.042661	0.042661	0.042661	0.042661	0.042661	0.042661	0.042661	0.042661	0.042661	0.042661	0.042661	0.042661	0.042661	0.042661	0.042661	0.042661	0.042661	0.0522265	0.01845164	0.110754	0.00549019	0.00604455	0.0106149	0.0106149	0.1435188	0.29725
14190	-437.156	-450.1613	13.00531	0.003675392	0.01840039	0.006627176	0.1454611	0.003675392	0.003593138	0.02595288	0.0758296	0.0758296	0.0758296	0.0758296	0.0758296	0.0758296	0.0758296	0.0758296	0.0758296	0.0758296	0.0758296	0.0758296	0.0758296	0.0758296	0.0758296	0.0758296	0.0758296	0.0758296	0.0758296	0.0758296	0.0758296	0.0758296	0.0758296	0.0758296	0.0758296	0.0758296	0.0758296	0.0758296	0.0758296	0.0758296	0.0758296	0.0758296	0.0758296	0.0758296	0.0758296	0.0758296	0.0758296	0.07468582	0.02595288	0.145461	0.0184004	0.00662718	0.00367539	0.00367539	0.1778395	0.4263937
14200	-438.5501	-451.4533	12.90318	0.005495933	0.004986153	0.01524784	0.1861206	0.005495933	0.005159158	0.03791042	0.136132	0.136132	0.136132	0.136132	0.136132	0.136132	0.136132	0.136132	0.136132	0.136132	0.136132	0.136132	0.136132	0.136132	0.136132	0.136132	0.136132	0.136132	0.136132	0.136132	0.136132	0.136132	0.136132	0.136132	0.136132	0.136132	0.136132	0.136132	0.136132	0.136132	0.136132	0.136132	0.136132	0.136132	0.136132	0.136132	0.136132	0.03856331	0.03791042	0.186121	0.00498615	0.0152478	0.00549593	0.00549593	0.2173465	0.6263373
14210	-433.4968	-446.6375	13.14064	0.005495933	0.01646175	0.01475988	0.1861206	0.005495933	0.006370344	0.01142987	0.15654	0.15654	0.15654	0.15654	0.15654	0.15654	0.15654	0.15654	0.15654	0.15654	0.15654	0.15654	0.15654	0.15654	0.15654	0.15654	0.15654	0.15654	0.15654	0.15654	0.15654	0.15654	0.15654	0.15654	0.15654	0.15654	0.15654	0.15654	0.15654	0.15654	0.15654	0.15654	0.15654	0.15654	0.15654	0.15654	0.15654	0.03052049	0.01142987	0.186121	0.0164617	0.0147599	0.00549593	0.00549593	0.2283341	0.6855749
14220	-435.2833	-448.3209	13.03761	0.005958784	0.02763566	0.001913072	0.1861206	0.005958784	0.02386609	0.02064871	0.06996	0.06996	0.06996	0.06996	0.06996	0.06996	0.06996	0.06996	0.06996	0.06996	0.06996	0.06996	0.06996	0.06996	0.06996	0.06996	0.06996	0.06996	0.06996	0.06996	0.06996	0.06996	0.06996	0.06996	0.06996	0.06996	0.06996	0.06996	0.06996	0.06996	0.06996	0.06996	0.06996	0.06996	0.06996	0.06996	0.06996	0.01516319	0.02064871	0.186121	0.0276357	0.00191307	0.00595878	0.00595878	0.2275869	0.3073992
14230	-433.4461	-446.778	13.33189	0.00134175	0.02616346	0.01557767	0.1443418	0.00134175	0.02831416	0.01355712	0.0661173	0.0661173	0.0661173	0.0661173	0.0661173	0.0661173	0.0661173	0.0661173	0.0661173	0.0661173	0.0661173	0.0661173	0.0661173	0.0661173	0.0661173	0.0661173	0.0661173	0.0661173	0.0661173	0.0661173	0.0661173	0.0661173	0.0661173	0.0661173	0.0661173	0.0661173	0.0661173	0.0661173	0.0661173	0.0661173	0.0661173	0.0661173	0.0661173	0.0661173	0.0661173	0.0661173	0.0661173	0.01815704	0.01355712	0.144342	0.0261635	0.0155777	0.00134175	0.00134175	0.1887665	0.3502598
14240	-433.9947	-447.3856	13.3909	0.001393266	0.01710733	0.002802332	0.1403878	0.001393266	0.04567999	0.02038456	0.00624774	0.00624774	0.00624774	0.00624774	0.00624774	0.00624774	0.00624774	0.00624774	0.00624774	0.00624774	0.00624774	0.00624774	0.00624774	0.00624774	0.00624774	0.00624774	0.00624774	0.00624774	0.00624774	0.00624774	0.00624774	0.00624774	0.00624774	0.00624774	0.00624774	0.00624774	0.00624774	0.00624774	0.00624774	0.00624774	0.00624774	0.00624774	0.00624774	0.00624774	0.00624774	0.00624774	0.00624774	0.01046781	0.02038456	0.140388	0.0171073	0.00280233	0.00139327	0.00139327	0.163084	0.03830998
14250	-433.599	-446.809	13.21	0.002527608	0.03048221	0.003542984	0.1914012	0.002527608	0.01422314	0.01268024	0.0901893	0.0901893	0.0901893	0.0901893	0.0901893	0.0901893	0.0901893	0.0901893	0.0901893	0.0901893	0.0901893	0.0901893	0.0901893	0.0901893	0.0901893	0.0901893	0.0901893	0.0901893	0.0901893	0.0901893	0.0901893	0.0901893	0.0901893	0.0901893	0.0901893	0.0901893	0.0901893	0.0901893	0.0901893	0.0901893	0.0901893	0.0901893	0.0901893	0.0901893	0.0901893	0.0901893	0.0901893	0.01002821	0.01268024	0.191401	0.0304822	0.00354298	0.00252761	0.00252761	0.2304816	0.3913078
14260	-435.7559	-449.1618	13.40589	0.01480927	0.01621652	0.0176982	0.1312028	0.01480927	0.00457875	0.01639921	0.0918869	0.0918869	0.0918869	0.0918869	0.0918869	0.0918869	0.0918869	0.0918869	0.0918869	0.0918869	0.0918869	0.0918869	0.0918869	0.0918869	0.0918869	0.0918869	0.0918869	0.0918869	0.0918869	0.0918869	0.0918869	0.0918869	0.0918869	0.0918869	0.0918869	0.0918869	0.0918869	0.0918869	0.0918869	0.0918869	0.0918869	0.0918869	0.0918869	0.0918869	0.0918869	0.0918869	0.0918869	0.03817794	0.01639921	0.131203	0.0162165	0.0176982	0.0148093	0.0148093	0.194736	0.4718534
14270	-435.8679	-449.3186	13.45071	0.008067746	0.01613643	0.03265682	0.1281397	0.008067746	0.03292432	0.005217034	0.0892164	0.0892164	0.0892164	0.0892164	0.0892164	0.0892164	0.0892164	0.0892164	0.0892164	0.0892164	0.0892164	0.0892164	0.0892164	0.0892164	0.0892164	0.0892164	0.0892164	0.0892164	0.0892164	0.0892164	0.0892164	0.0892164	0.0892164	0.0892164	0.0892164	0.0892164	0.0892164	0.0892164	0.0892164	0.0892164	0.0892164	0.0892164	0.0892164	0.0892164	0.0892164	0.0892164	0.0892164	0.01211552	0.005217034	0.12814	0.0161364	0.0326568	0.00806775	0.00806775	0.1930684	0.4620975
14280	-434.216	-447.337	13.12105	0.01138631	0.03757949	0.004416419	0.1728236	0.01138631	0.02817138	0.004537958	0.166386	0.166386	0.166386	0.166386	0.166386	0.166386	0.166386	0.166386	0.166386	0.166386	0.166386	0.166386	0.166386	0.166386	0.166386	0.166386	0.166386	0.166386	0.166386	0.166386	0.166386	0.166386	0.166386	0.166386	0.166386	0.166386	0.166386	0.166386	0.166386	0.166386	0.166386	0.166386	0.166386	0.166386	0.166386	0.166386	0.166386	0.01463841	0.004537958	0.172824	0.0375795	0.00441642	0.0113863	0.0113863	0.2375922	0.7003004
14290	-432.5796	-446.0205	13.4409	0.01058185	0.009282956	0.008570906	0.1652877	0.01058185	0.02926016	0.006289118	0.109891	0.109891	0.109891	0.109891	0.109891	0.109891	0.109891	0.109891	0.109891	0.109891	0.109891	0.109891	0.109891	0.109891	0.109891	0.109891	0.109891	0.109891	0.109891	0.109891	0.109891	0.109891	0.109891	0.109891	0.109891	0.109891	0.109891	0.109891	0.109891	0.109891	0.109891	0.109891	0.109891	0.109891	0.109891	0.109891	0.109891	0.008093893	0.006289118	0.165288	0.00928296	0.00857091	0.0105818	0.0105818	0.2043053	0.5378755
14300	-435.1398	-448.2059	13.06613	0.005263752	0.01726699	0.02531451	0.1652877	0.005263752	0.05178054	0.008319447	0.148273	0.148273	0.148273	0.148273	0.148273	0.148273	0.148273	0.148273	0.148273	0.148273	0.148273	0.148273	0.148273	0.148273	0.148273	0.148273	0.148273	0.148273	0.148273	0.148273	0.148273	0.148273	0.148273	0.148273	0.148273	0.148273	0.148273	0.148273	0.148273	0.148273	0.148273	0.148273	0.148273	0.148273	0.148273	0.148273	0.148273	0.004122122	0.008319447	0.165288	0.017267	0.0253145	0.00526375	0.00526375	0.2183967	0.6789141
