#Nodes with GAIN events with expectation above 0.5
N3: 1.39646
L_gallicum: 0.93734
N12: 0.820804
L_gyaricum: 0.974431
N21: 0.958924
L_maritimum: 0.538049
L_catharticum: 0.646329
N28: 0.551425
L_rupestre: 1.37184
L_striatum: 0.707927
He_micranthum: 1.01897
Ra_linoides: 1.09292
N40: 0.503166
N43: 0.567115
N44: 0.871242
N52: 0.762383
L_aroanium1: 1.15161
N55: 0.566828
N56: 0.654718
L_hologynum: 2.2914
L_narbonense: 0.747786
N57: 0.548025
L_decumbens1: 0.787876
L_stelleroides: 2.12844
N58: 1.1854
Re_indica: 3.65672
Total number of gain events: 36.9488
#+++++++++++++++++++++++++++++

#Nodes with LOSS events with expectation above 0.5
N3: 1.09135
N12: 1.23021
L_nodiflorum: 0.918118
L_corymbulosum: 0.75194
L_catharticum: 1.13306
L_kingii: 2.79318
L_vernale: 1.62892
S_digynum: 2.23131
N36: 1.29537
N52: 1.0216
L_nervosum: 1.91242
N56: 1.83535
L_hologynum: 0.889624
L_narbonense: 1.88638
L_grandiflorum: 0.556173
L_stelleroides: 1.4692
N58: 1.31234
Re_indica: 2.90003
Total number of loss events: 37.2471
#+++++++++++++++++++++++++++++

#Nodes with duplication events with expectation above 0.5
L_suffruticosum1: 1.99757
N12: 0.722268
N28: 0.813085
L_littorale: 1.00954
L_macraei: 1.00003
He_micranthum: 1.00066
N36: 0.99974
N52: 0.960648
L_hologynum: 0.570425
L_narbonense: 0.677471
Total number of duplication events: 13.3428
#+++++++++++++++++++++++++++++

#Nodes with demi-duplication events with expectation above 0.5
Total number of demi-dulications events: 0
#+++++++++++++++++++++++++++++

#EVENTS NOT ACCOUNTED FOR IN THE SIMULATIONS: 
NONE
#+++++++++++++++++++++++++++++

#ALL EVENTS EXPECTATIONS PER NODE
NODE	GAIN	LOSS	DUPLICATION	DEMI-DUPLICATION
N2	0.256798	0.213696	0.0184582	0
N3	1.39646	1.09135	0.0491885	0
N4	0.242851	0.151964	0.00164575	0
N5	0.171283	0.0503386	0.000891933	0
N6	0.436996	0.184578	0.00066024	0
N7	0.48702	0.31019	0.000133814	0
L_corymbiferum	0.0081079	0.0481929	1.03854e-07	0
N8	0.0280676	0.00149175	1.01822e-07	0
L_gallicum	0.93734	0.00400134	2.09839e-09	0
L_strictum	0.00280989	0.0694708	2.09839e-09	0
N9	0.296306	0.182211	0.000109163	0
L_setaceum	0.133655	0.110891	4.09653e-06	0
N10	0.102119	0.0794563	1.27718e-06	0
L_suffruticosum1	5.99321e-15	2.12548e-16	1.99757	0
L_tenuifolium1	0.00509448	0.00497956	5.66684e-11	0
N11	0.344374	0.184338	0.00970365	0
N12	0.820804	1.23021	0.722268	0
N13	0.171226	0.0346442	0.0124689	0
N14	0.110124	0.0691096	0.00165657	0
L_album	0.0111651	0.0109008	1.99786e-05	0
L_mucronatum1	0.0111651	0.0109008	1.99786e-05	0
N15	0.0775287	0.0363104	0.00166075	0
N16	0.00244661	0.00158932	1.55641e-05	0
N17	0.00157675	0.0021482	2.25349e-07	0
N18	0.00156652	0.00163373	8.14741e-09	0
L_arboreum	0.00654156	0.00670286	4.33338e-10	0
L_elegans	0.00654156	0.00670286	4.33338e-10	0
L_campanulatum	0.01388	0.0141086	8.58075e-09	0
N19	0.00599328	0.000831521	2.26694e-07	0
L_capitatum	0.0173347	0.0232964	7.22433e-09	0
N20	0.0242007	0.000409413	6.5854e-09	0
L_gyaricum	0.974431	0.00418836	6.37732e-10	0
L_tauricum	0.0116263	0.0413837	6.37732e-10	0
L_flavum	0.0349139	0.0348565	1.58003e-05	0
L_nodiflorum	0.0965301	0.918118	0.0141318	0
N21	0.958924	0.187149	0.00621352	0
N22	0.320178	0.133487	0.00214667	0
N23	0.0374537	0.121653	6.94242e-05	0
L_corymbulosum	6.28489e-05	0.75194	6.41759e-08	0
L_trigynum	0.2489	0.000776745	6.41759e-08	0
L_tenue1	0.195042	0.031118	6.95571e-05	0
L_maritimum	0.538049	0.187859	0.00229115	0
L_catharticum	0.646329	1.13306	0.00135042	0
N24	0.322036	0.34053	0.00181908	0
N25	0.132098	0.279883	0.000288855	0
N26	0.0689187	0.0103291	3.02022e-06	0
N27	0.210407	0.00969037	4.34616e-05	0
N28	0.551425	0.0213762	0.813085	0
C_selaginoides	0.293924	0.260077	0.185633	0
N29	0.0788941	0.0387877	0.176067	0
L_littorale	0.191381	0.208431	1.00954	0
N30	0.0294401	0.0304515	0.00918316	0
N31	0.00899747	0.0100161	0.000338769	0
L_macraei	0.0553844	0.0632245	1.00003	0
L_prostratum	0.0457352	0.0494206	3.41527e-05	0
L_oligophyllum	0.0767296	0.0814337	0.000372922	0
N32	0.0189408	0.0734144	1.20708e-05	0
N33	0.0254399	0.167843	0.474487	0
L_kingii	0.437574	2.79318	0.426061	0
N34	0.178157	0.144013	0.395402	0
L_rupestre	1.37184	0.0655342	0.127064	0
L_vernale	0.0566369	1.62892	0.126654	0
L_striatum	0.707927	0.138721	2.83582e-05	0
N35	0.0686351	0.166035	2.6728e-07	0
He_micranthum	1.01897	0.110062	1.00066	0
S_digynum	0.0444388	2.23131	4.33199e-07	0
N36	0.166281	1.29537	0.99974	0
N37	0.00477061	0.0380914	0.000227063	0
N38	0.0054207	0.0262875	1.06693e-05	0
N39	0.0304724	0.0558942	6.56964e-07	0
L_acuticarpum	0.0144781	0.0177707	6.14247e-10	0
L_gracile	0.0144781	0.0177707	6.14247e-10	0
L_heterostylum	0.0709711	0.0996855	6.57579e-07	0
L_africanum	0.0919079	0.141489	1.13448e-05	0
L_comptonii	0.105947	0.188843	0.000239283	0
Ra_linoides	1.09292	0.471936	0.00129538	0
N40	0.503166	0.430353	0.022288	0
N41	0.218358	0.137754	0.00670348	0
N42	0.423465	0.322588	0.00953212	0
N43	0.567115	0.296926	0.00462115	0
N44	0.871242	0.454208	0.0014358	0
N45	0.0144964	0.00805883	3.65038e-07	0
N46	0.00148037	0.000897961	2.9391e-10	0
N47	0.00110292	0.000977029	4.00646e-12	0
