#Nodes with GAIN events with expectation above 0.5
L_gallicum: 0.982537
L_gyaricum: 0.993788
N21: 0.745718
L_vernale: 0.948066
N36: 0.92368
L_nervosum: 0.625166
N56: 0.814579
L_stelleroides: 0.526137
Re_indica: 1.53322
Total number of gain events: 12.4115
#+++++++++++++++++++++++++++++

#Nodes with LOSS events with expectation above 0.5
L_nodiflorum: 0.817409
L_corymbulosum: 0.909697
L_catharticum: 1.05639
L_grandiflorum: 0.804733
N58: 0.963481
Re_indica: 1.14434
Total number of loss events: 10.4213
#+++++++++++++++++++++++++++++

#Nodes with duplication events with expectation above 0.5
L_suffruticosum1: 1.99986
N28: 0.925172
L_littorale: 1.00185
L_macraei: 1
L_rupestre: 0.959774
He_micranthum: 0.960883
L_aroanium1: 0.7801
Total number of duplication events: 8.30115
#+++++++++++++++++++++++++++++

#Nodes with demi-duplication events with expectation above 0.5
N12: 0.943948
L_kingii: 0.9879
L_vernale: 0.959874
N36: 0.950221
L_nervosum: 0.775039
N54: 0.598407
L_hologynum: 0.956636
Total number of demi-dulications events: 7.57135
#+++++++++++++++++++++++++++++

#EVENTS NOT ACCOUNTED FOR IN THE SIMULATIONS: 
N35:ML=9 to S_digynum:ML=6  sum expections= 0.262771
	HEURISTIC ESTIMATION:	Gains = 0	Losses = 3	Duplications = 0	Demi-dupl = 0
#+++++++++++++++++++++++++++++

#ALL EVENTS EXPECTATIONS PER NODE
NODE	GAIN	LOSS	DUPLICATION	DEMI-DUPLICATION
N55	0.190572	0.0469432	0.0410355	0.242052
N56	0.814579	0.0251807	0.00426622	0.0818852
L_bienne	0.00160106	0.000669741	3.97666e-09	6.23801e-05
L_usitatissimum	0.00160106	0.000669741	3.97666e-09	6.23801e-05
L_hologynum	0.0960363	0.184629	0.0663552	0.956636
L_narbonense	0.171205	0.200476	0.0512109	0.315496
N57	0.0737974	0.225146	3.10837e-05	0.00299599
L_decumbens1	0.246471	0.0344543	1.79922e-05	0.00303166
L_grandiflorum	0.0253119	0.804733	2.40774e-05	0.000252264
L_stelleroides	0.526137	0.487872	0.00193967	0.0262359
N58	0.159454	0.963481	0.000811548	0.00535152
N59	0.014901	0.0449511	5.99289e-05	8.50454e-05
N60	0.00796862	0.0125443	6.76362e-06	7.03528e-06
L_hirsutum	0.0162286	0.0174035	1.21136e-06	4.21544e-06
L_seljukorum	0.0162286	0.0174035	1.21136e-06	4.21544e-06
L_viscosum	0.0342301	0.0399981	1.01081e-05	1.43011e-05
L_pubescens	0.0712653	0.10814	8.44318e-05	0.000435535
Re_indica	1.53322	1.14434	0.0390505	0.391787
#+++++++++++++++++++++++++++++

#Expected number of events from root to leaf
LEAF	GAIN	LOSS	DUPLICATION	DEMI-DUPLICATION
L_corymbiferum	0.555125	0.529129	0.00416042	0.0372302
L_gallicum	1.54738	0.521383	0.00416042	0.0372302
L_strictum	0.565054	0.539058	0.00416042	0.0372302
L_setaceum	0.540175	0.514065	0.00415968	0.0371983
L_suffruticosum1	0.535843	0.50976	2.00402	0.0371984
L_tenuifolium1	0.536213	0.510103	0.00415969	0.0371985
L_album	0.840893	0.647215	0.0237534	1.01554
L_mucronatum1	0.840893	0.647215	0.0237534	1.01554
L_arboreum	0.837212	0.64354	0.0237454	1.01555
L_elegans	0.837212	0.64354	0.0237454	1.01555
L_campanulatum	0.837432	0.64376	0.0237454	1.01555
L_capitatum	0.837853	0.644181	0.0237454	1.01555
L_gyaricum	1.83699	0.643314	0.0237454	1.01555
L_tauricum	0.843422	0.64975	0.0237454	1.01555
L_flavum	0.839797	0.646124	0.0237454	1.01555
L_nodiflorum	0.68154	1.45712	0.0236793	1.01561
L_corymbulosum	1.44352	1.43926	0.00422937	0.0438771
L_trigynum	1.53391	0.529663	0.00422937	0.0438771
L_tenue1	1.49356	0.489323	0.00422941	0.0438797
L_maritimum	1.49837	0.495065	0.00423049	0.0441861
L_catharticum	0.523829	1.4986	0.00416171	0.037494
C_selaginoides	0.550949	0.528834	1.00344	0.039758
L_littorale	0.536402	0.513912	2.00381	0.0390023
L_macraei	0.53582	0.513323	2.00382	0.0389957
L_prostratum	0.538762	0.516266	1.00382	0.0389957
L_oligophyllum	0.53957	0.517073	1.00382	0.0389957
L_kingii	0.546134	0.587198	0.00421699	1.038
L_rupestre	0.586008	0.571156	0.987089	0.0690567
L_vernale	1.51968	0.587574	0.0303508	1.01246
L_striatum	0.557482	0.534666	0.0041539	0.0383259
He_micranthum	0.642249	0.658419	0.965036	0.122002
S_digynum	0.521709	3.64052	0.00415236	0.0368329
L_acuticarpum	1.44675	0.561078	0.0514027	0.990155
L_gracile	1.44675	0.561078	0.0514027	0.990155
L_heterostylum	1.4476	0.561927	0.0514027	0.990155
L_africanum	1.44935	0.563677	0.0514027	0.990155
L_comptonii	1.45005	0.564373	0.0514034	0.990162
Ra_linoides	0.592359	0.568357	0.00416747	0.0378774
L_alpinum	0.57864	0.540756	0.00378903	0.0342203
L_punctatum1	0.57864	0.540756	0.00378903	0.0342203
L_perenne	0.578437	0.540553	0.00378903	0.0342203
L_lewisii	0.579126	0.541242	0.00378903	0.0342203
L_leonii	0.58079	0.542907	0.00378903	0.0342203
L_austr_mauritanicum	0.579464	0.54158	0.00378903	0.0342203
L_austriacum	0.579464	0.54158	0.00378903	0.0342203
L_pallescens	0.583038	0.545154	0.00378903	0.0342203
L_pycnophyllum	0.585631	0.547748	0.0037891	0.0342202
L_aroanium1	0.959828	0.759402	0.956931	0.0940729
L_nervosum	1.33657	0.991459	0.189021	0.855568
L_bienne	1.4783	0.549285	0.0838408	0.951332
L_usitatissimum	1.4783	0.549285	0.0838408	0.951332
L_hologynum	0.758155	0.708064	0.14593	1.82602
L_narbonense	0.642752	0.676967	0.0897499	0.942828
L_decumbens1	0.738159	0.701698	0.00373033	0.034953
L_grandiflorum	0.517	1.47198	0.00373641	0.0321736
L_stelleroides	0.741004	0.75734	0.00515771	0.049432
L_hirsutum	0.344188	1.27922	0.00372396	0.0258319
L_seljukorum	0.344188	1.27922	0.00372396	0.0258319
L_viscosum	0.354221	1.28927	0.00372609	0.025835
L_pubescens	0.376355	1.31246	0.00374049	0.0261712
Re_indica	1.53322	1.14434	0.0390505	0.391787
