#Nodes with GAIN events with expectation above 0.5
L_gallicum: 0.981786
N20: 0.703484
L_flavum: 0.930162
N21: 0.733811
L_vernale: 0.869369
N36: 0.913922
L_aroanium1: 0.643627
N56: 0.788264
Re_indica: 1.523
Total number of gain events: 13.7216
#+++++++++++++++++++++++++++++

#Nodes with LOSS events with expectation above 0.5
L_nodiflorum: 0.824403
L_corymbulosum: 0.918381
L_catharticum: 1.05572
S_digynum: 2.83406
L_nervosum: 0.836185
L_grandiflorum: 0.827309
N58: 0.983977
Re_indica: 1.20651
Total number of loss events: 14.4071
#+++++++++++++++++++++++++++++

#Nodes with duplication events with expectation above 0.5
L_suffruticosum1: 1.99988
N28: 0.918483
L_littorale: 1.00214
L_macraei: 1
L_rupestre: 0.897633
He_micranthum: 0.946378
L_aroanium1: 0.513174
Total number of duplication events: 8.25693
#+++++++++++++++++++++++++++++

#Nodes with demi-duplication events with expectation above 0.5
N12: 0.952991
L_kingii: 0.965412
L_vernale: 0.847259
N36: 0.940954
N54: 0.552757
L_hologynum: 0.925886
Total number of demi-dulications events: 7.37471
#+++++++++++++++++++++++++++++

#EVENTS NOT ACCOUNTED FOR IN THE SIMULATIONS: 
NONE
#+++++++++++++++++++++++++++++

#ALL EVENTS EXPECTATIONS PER NODE
NODE	GAIN	LOSS	DUPLICATION	DEMI-DUPLICATION
N45	0.000777754	0.000979905	1.38471e-09	1.29993e-05
N46	2.1455e-05	3.49069e-05	2.04731e-13	2.50711e-07
N47	2.04682e-05	1.52126e-05	1.02495e-14	7.45638e-09
N48	0.000566155	0.000567936	1.03985e-14	7.61211e-10
N49	0.000117284	0.000121425	5.8554e-16	4.65904e-10
N50	3.49554e-06	4.61054e-06	2.06878e-17	4.90931e-11
L_alpinum	7.15655e-07	1.18982e-06	8.23902e-19	7.33614e-12
L_punctatum1	7.15655e-07	1.18982e-06	8.23902e-19	7.33614e-12
L_perenne	0.000430577	0.000432166	2.05816e-17	5.14104e-11
L_lewisii	0.00157981	0.00158554	6.45173e-16	4.64565e-10
L_leonii	0.00400415	0.00401166	3.32383e-15	7.63263e-10
N51	0.000601732	0.000581597	2.52551e-13	7.61477e-09
L_austr_mauritanicum	0.00282865	0.00285104	1.60536e-14	2.71238e-09
L_austriacum	0.00282865	0.00285104	1.60536e-14	2.71238e-09
L_pallescens	0.0062824	0.0062981	1.34208e-12	2.58222e-07
L_pycnophyllum	0.00876403	0.0089818	1.12505e-09	1.32301e-05
N52	0.316417	0.321746	0.348469	0.12655
L_aroanium1	0.643627	0.109997	0.513174	0.0393942
L_nervosum	0.415894	0.836185	0.0414291	0.494942
N53	0.0842956	0.0882216	6.49518e-05	0.00138418
N54	0.0464554	0.0309783	0.0272426	0.552757
N55	0.253032	0.0682939	0.0338762	0.27017
N56	0.788264	0.0560013	0.00472266	0.113561
L_bienne	0.00219165	0.000865378	6.65278e-09	9.34293e-05
L_usitatissimum	0.00219165	0.000865378	6.65278e-09	9.34293e-05
L_hologynum	0.205581	0.279085	0.0974947	0.925886
L_narbonense	0.259993	0.300756	0.0444138	0.375597
N57	0.0572008	0.215113	2.4748e-05	0.00208569
L_decumbens1	0.210305	0.0310266	9.17711e-06	0.00171118
L_grandiflorum	0.0114555	0.827309	8.68041e-06	0.000171887
L_stelleroides	0.456283	0.452096	0.000906378	0.0220073
N58	0.124064	0.983977	0.000512578	0.00508224
N59	0.00729392	0.038065	3.50318e-05	7.03053e-05
N60	0.00389087	0.00839141	4.12439e-06	4.37627e-06
L_hirsutum	0.0097535	0.0111631	6.95828e-07	3.14448e-06
L_seljukorum	0.0097535	0.0111631	6.95828e-07	3.14448e-06
L_viscosum	0.0217485	0.0276643	4.96839e-06	9.27242e-06
L_pubescens	0.0457341	0.0825269	4.56991e-05	0.000107765
Re_indica	1.523	1.20651	0.0257098	0.409372
#+++++++++++++++++++++++++++++

#Expected number of events from root to leaf
LEAF	GAIN	LOSS	DUPLICATION	DEMI-DUPLICATION
