#Nodes with GAIN events with expectation above 0.5
L_gallicum: 0.982774
L_gyaricum: 0.993846
N21: 0.745717
L_vernale: 0.918776
N36: 0.929543
L_nervosum: 0.635971
N56: 0.821084
L_stelleroides: 0.523835
Re_indica: 1.54855
Total number of gain events: 12.4462
#+++++++++++++++++++++++++++++

#Nodes with LOSS events with expectation above 0.5
L_nodiflorum: 0.815129
L_corymbulosum: 0.909392
L_catharticum: 1.05175
S_digynum: 2.83362
L_grandiflorum: 0.804744
N58: 0.97636
Re_indica: 1.11324
Total number of loss events: 12.9907
#+++++++++++++++++++++++++++++

#Nodes with duplication events with expectation above 0.5
L_suffruticosum1: 1.99985
N28: 0.928515
L_littorale: 1.00169
L_macraei: 1
L_rupestre: 0.962823
He_micranthum: 0.943353
L_aroanium1: 0.78679
Total number of duplication events: 8.26659
#+++++++++++++++++++++++++++++

#Nodes with demi-duplication events with expectation above 0.5
N12: 0.950663
L_kingii: 0.987596
L_vernale: 0.930217
N36: 0.955383
L_nervosum: 0.783025
N54: 0.595374
L_hologynum: 0.963615
Total number of demi-dulications events: 7.65628
#+++++++++++++++++++++++++++++

#EVENTS NOT ACCOUNTED FOR IN THE SIMULATIONS: 
NONE
#+++++++++++++++++++++++++++++

#ALL EVENTS EXPECTATIONS PER NODE
NODE	GAIN	LOSS	DUPLICATION	DEMI-DUPLICATION
N54	0.0410526	0.0308199	0.0320626	0.595374
N55	0.195467	0.0409338	0.0335993	0.25724
N56	0.821084	0.0243544	0.00339656	0.0805398
L_bienne	0.00107675	0.000140697	0	6.55494e-05
L_usitatissimum	0.00107675	0.000140697	0	6.55494e-05
L_hologynum	0.0957106	0.179399	0.0614549	0.963615
L_narbonense	0.184049	0.218068	0.0481007	0.324426
N57	0.0751237	0.230847	7.72362e-06	0.00291099
L_decumbens1	0.238154	0.0336808	1.1804e-05	0.00374961
L_grandiflorum	0.0196749	0.804744	8.27439e-06	0.000280547
L_stelleroides	0.523835	0.491593	0.00122562	0.0300334
N58	0.177219	0.97636	0.000935024	0.00542722
N59	0.0136256	0.0432657	5.59134e-05	0.000111223
N60	0.00529954	0.00976062	6.43513e-06	8.18701e-06
L_hirsutum	0.0171561	0.0182936	1.08141e-06	8.74649e-06
L_seljukorum	0.0171561	0.0182936	1.08141e-06	8.74649e-06
L_viscosum	0.0358661	0.041456	7.64329e-06	1.3787e-05
L_pubescens	0.0713115	0.107907	6.86184e-05	0.000574572
Re_indica	1.54855	1.11324	0.0299923	0.398386
#+++++++++++++++++++++++++++++

#Expected number of events from root to leaf
LEAF	GAIN	LOSS	DUPLICATION	DEMI-DUPLICATION
L_corymbiferum	0.556629	0.514054	0.00362896	0.0406686
L_gallicum	1.54891	0.506344	0.00362896	0.04067
L_strictum	0.566564	0.523989	0.00362896	0.0406686
L_setaceum	0.533713	0.490512	0.00362834	0.0404611
L_suffruticosum1	0.530601	0.487422	2.00348	0.0404577
L_tenuifolium1	0.531193	0.487982	0.00362834	0.0404577
L_album	0.858621	0.611114	0.0148994	1.028
L_mucronatum1	0.858621	0.611114	0.0148994	1.028
L_arboreum	0.855962	0.608463	0.0148995	1.028
L_elegans	0.855962	0.608463	0.0148995	1.028
L_campanulatum	0.856646	0.609147	0.0148995	1.028
L_capitatum	0.857298	0.609798	0.0148995	1.028
L_gyaricum	1.8553	0.607803	0.0148995	1.028
L_tauricum	0.862673	0.615174	0.0148995	1.028
L_flavum	0.858135	0.610636	0.0148995	1.028
L_nodiflorum	0.700633	1.41868	0.0148624	1.02803
L_corymbulosum	1.44137	1.42008	0.0036767	0.0472414
L_trigynum	1.53217	0.510874	0.0036767	0.0472414
L_tenue1	1.49213	0.470842	0.00367676	0.0472432
L_maritimum	1.49675	0.475908	0.00367802	0.0473887
L_catharticum	0.519384	1.47455	0.00364031	0.0399139
C_selaginoides	0.550051	0.51065	1.0034	0.0421275
L_littorale	0.537026	0.497637	2.00339	0.0421361
L_macraei	0.53494	0.49554	2.0034	0.0421291
L_prostratum	0.534112	0.494712	1.0034	0.042129
L_oligophyllum	0.536417	0.497016	1.0034	0.042129
L_kingii	0.540367	0.558182	0.00363078	1.04145
L_rupestre	0.582699	0.54788	0.98774	0.0698918
L_vernale	1.48848	0.624367	0.0586564	0.986758
L_striatum	0.55547	0.515861	0.00362509	0.0416758
He_micranthum	0.625318	0.666679	0.946977	0.164941
S_digynum	0.519782	3.47512	0.00362435	0.0400019
L_acuticarpum	1.44824	0.533013	0.046152	0.998716
L_gracile	1.44824	0.533013	0.046152	0.998716
